run_id,as_of_date,field,company,company_dir,agent,output_kind,final_recommendation,weighted_signal,payload_hash,payload_bytes,created_at
chair_db_only_2025-05-01_20260518_085415,2025-05-01,반도체,네패스,nepes,chair,chair_json,보유,0.0382,8de0df7209d7032e085f227d015613e7283ed36ce0e3e8423b5cdc1d0c443642,,2026-05-18T08:54:19
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,네패스,nepes,chair,chair_json,보유,0.0382,8de0df7209d7032e085f227d015613e7283ed36ce0e3e8423b5cdc1d0c443642,,2026-05-18T08:54:45
chair_db_only_2025-05-01_20260518_083835,2025-05-01,반도체,,nepes,chair,chair_report_md,,,6b3b775ae951d58f41bfb647d73be1e4889283b964e31fd7c641704105b5fed6,,2026-05-18T08:39:00
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,,nepes,chair,chair_report_md,,,6b3b775ae951d58f41bfb647d73be1e4889283b964e31fd7c641704105b5fed6,,2026-05-18T08:40:06
chair_db_only_2025-05-01_20260518_085415,2025-05-01,반도체,,nepes,chair,chair_report_md,,,6b3b775ae951d58f41bfb647d73be1e4889283b964e31fd7c641704105b5fed6,,2026-05-18T08:54:19
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,,nepes,chair,chair_report_md,,,6b3b775ae951d58f41bfb647d73be1e4889283b964e31fd7c641704105b5fed6,,2026-05-18T08:54:45
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,넥스틴,nextin,chair,chair_agent_packet_json,매도,-0.2649,dc53ce3afb88b52f013f435d33ed475b80f96638bd9daa7afdaf99c8be12418a,,2026-05-18T08:41:28
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,넥스틴,nextin,chair,chair_agent_packet_json,매도,-0.2649,dc53ce3afb88b52f013f435d33ed475b80f96638bd9daa7afdaf99c8be12418a,,2026-05-18T08:56:41
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,넥스틴,nextin,chair,chair_json,매도,-0.2649,dc53ce3afb88b52f013f435d33ed475b80f96638bd9daa7afdaf99c8be12418a,,2026-05-18T08:41:28
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,넥스틴,nextin,chair,chair_json,매도,-0.2649,dc53ce3afb88b52f013f435d33ed475b80f96638bd9daa7afdaf99c8be12418a,,2026-05-18T08:56:39
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,,nextin,chair,chair_report_md,,,28379b51146d0ca06cf4b0ef3b3701372de2630aa58b1671db0ccd19a997aa7e,,2026-05-18T08:41:28
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,,nextin,chair,chair_report_md,,,28379b51146d0ca06cf4b0ef3b3701372de2630aa58b1671db0ccd19a997aa7e,,2026-05-18T08:56:42
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,피에스케이,psk,chair,chair_agent_packet_json,보유,0.0317,8f0f80a1c2a47c5a0cd1d690ab6c913401ea5a2d987b959539f72ea7e38eabce,,2026-05-18T08:41:10
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,피에스케이,psk,chair,chair_agent_packet_json,보유,0.0317,8f0f80a1c2a47c5a0cd1d690ab6c913401ea5a2d987b959539f72ea7e38eabce,,2026-05-18T08:55:55
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,피에스케이,psk,chair,chair_json,보유,0.0317,8f0f80a1c2a47c5a0cd1d690ab6c913401ea5a2d987b959539f72ea7e38eabce,,2026-05-18T08:41:10
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,피에스케이,psk,chair,chair_json,보유,0.0317,8f0f80a1c2a47c5a0cd1d690ab6c913401ea5a2d987b959539f72ea7e38eabce,,2026-05-18T08:55:55
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,,psk,chair,chair_report_md,,,ed4edefa326f5ca16ecf3c32950d84d2bf67fbe229e22e2b6008a5850e0c2da8,,2026-05-18T08:41:10
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,,psk,chair,chair_report_md,,,ed4edefa326f5ca16ecf3c32950d84d2bf67fbe229e22e2b6008a5850e0c2da8,,2026-05-18T08:55:55
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,SFA반도체,sfa_semicon,chair,chair_agent_packet_json,매도,-0.2301,0f111eead2891865d918efbf71cd362a0771614c707a41e3f8be6c06f8d30821,,2026-05-18T08:41:58
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,SFA반도체,sfa_semicon,chair,chair_agent_packet_json,매도,-0.2301,0f111eead2891865d918efbf71cd362a0771614c707a41e3f8be6c06f8d30821,,2026-05-18T08:58:11
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,SFA반도체,sfa_semicon,chair,chair_json,매도,-0.2301,0f111eead2891865d918efbf71cd362a0771614c707a41e3f8be6c06f8d30821,,2026-05-18T08:41:58
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,SFA반도체,sfa_semicon,chair,chair_json,매도,-0.2301,0f111eead2891865d918efbf71cd362a0771614c707a41e3f8be6c06f8d30821,,2026-05-18T08:58:11
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,,sfa_semicon,chair,chair_report_md,,,b06679820c6329a6c095e51a780e48d7c0cb7022a877030061f8d4f9548084d9,,2026-05-18T08:41:59
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,,sfa_semicon,chair,chair_report_md,,,b06679820c6329a6c095e51a780e48d7c0cb7022a877030061f8d4f9548084d9,,2026-05-18T08:58:11
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,솔브레인,soulbrain,chair,chair_agent_packet_json,보유,0.0209,d9aecb21ed38f86767b348552411d9cd00184b7ae63b342791f9b8360e4b54b6,,2026-05-18T08:41:32
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,솔브레인,soulbrain,chair,chair_agent_packet_json,보유,0.0209,d9aecb21ed38f86767b348552411d9cd00184b7ae63b342791f9b8360e4b54b6,,2026-05-18T08:56:52
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,솔브레인,soulbrain,chair,chair_json,보유,0.0209,d9aecb21ed38f86767b348552411d9cd00184b7ae63b342791f9b8360e4b54b6,,2026-05-18T08:41:31
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,솔브레인,soulbrain,chair,chair_json,보유,0.0209,d9aecb21ed38f86767b348552411d9cd00184b7ae63b342791f9b8360e4b54b6,,2026-05-18T08:56:51
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,,soulbrain,chair,chair_report_md,,,eec2c695011a1e36f0e61df3349bd1079cfed478a7a076c9df36037fab7f07e9,,2026-05-18T08:41:32
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,,soulbrain,chair,chair_report_md,,,eec2c695011a1e36f0e61df3349bd1079cfed478a7a076c9df36037fab7f07e9,,2026-05-18T08:56:53
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,에스티아이,sti,chair,chair_agent_packet_json,보유,-0.0805,bb36ed7015a9eadca9107ca69f2046cad3de2a6256ce60d9d016c995f7e1dad9,,2026-05-18T08:41:25
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,에스티아이,sti,chair,chair_agent_packet_json,보유,-0.0805,bb36ed7015a9eadca9107ca69f2046cad3de2a6256ce60d9d016c995f7e1dad9,,2026-05-18T08:56:24
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,에스티아이,sti,chair,chair_json,보유,-0.0805,bb36ed7015a9eadca9107ca69f2046cad3de2a6256ce60d9d016c995f7e1dad9,,2026-05-18T08:41:25
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,에스티아이,sti,chair,chair_json,보유,-0.0805,bb36ed7015a9eadca9107ca69f2046cad3de2a6256ce60d9d016c995f7e1dad9,,2026-05-18T08:56:24
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,,sti,chair,chair_report_md,,,06dda3c9a042106dfa241fb9dcaaf625624f9f706bd2749c21b5fe8b77451446,,2026-05-18T08:41:25
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,,sti,chair,chair_report_md,,,06dda3c9a042106dfa241fb9dcaaf625624f9f706bd2749c21b5fe8b77451446,,2026-05-18T08:56:24
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,티씨케이,tck,chair,chair_agent_packet_json,보유,0.0089,f792df6e5474a0432c8cf3ac716f1eeb622dd40e5f4b317ebb3b429bc840b8c1,,2026-05-18T08:41:46
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,티씨케이,tck,chair,chair_agent_packet_json,보유,0.0089,f792df6e5474a0432c8cf3ac716f1eeb622dd40e5f4b317ebb3b429bc840b8c1,,2026-05-18T08:58:00
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,티씨케이,tck,chair,chair_json,보유,0.0089,f792df6e5474a0432c8cf3ac716f1eeb622dd40e5f4b317ebb3b429bc840b8c1,,2026-05-18T08:41:46
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,티씨케이,tck,chair,chair_json,보유,0.0089,f792df6e5474a0432c8cf3ac716f1eeb622dd40e5f4b317ebb3b429bc840b8c1,,2026-05-18T08:58:00
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,,tck,chair,chair_report_md,,,35b43ad3b95469505557f093b563947bf4ca88bc34b6632462c74eafb579108a,,2026-05-18T08:41:46
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,,tck,chair,chair_report_md,,,35b43ad3b95469505557f093b563947bf4ca88bc34b6632462c74eafb579108a,,2026-05-18T08:58:00
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,텔레칩스,telechips,chair,chair_agent_packet_json,매도,-0.2197,e520b299b97585b5686e7916e4201c13eaadbf5b3b4a33e7ff356a1ea501e951,,2026-05-18T08:40:54
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,텔레칩스,telechips,chair,chair_agent_packet_json,매도,-0.2197,e520b299b97585b5686e7916e4201c13eaadbf5b3b4a33e7ff356a1ea501e951,,2026-05-18T08:55:31
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,텔레칩스,telechips,chair,chair_json,매도,-0.2197,e520b299b97585b5686e7916e4201c13eaadbf5b3b4a33e7ff356a1ea501e951,,2026-05-18T08:40:53
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,텔레칩스,telechips,chair,chair_json,매도,-0.2197,e520b299b97585b5686e7916e4201c13eaadbf5b3b4a33e7ff356a1ea501e951,,2026-05-18T08:55:31
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,,telechips,chair,chair_report_md,,,f6967b4052abb603f8ceea15244ac00c127b11811a8b4b46f0b778214c4c49a7,,2026-05-18T08:40:55
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,,telechips,chair,chair_report_md,,,f6967b4052abb603f8ceea15244ac00c127b11811a8b4b46f0b778214c4c49a7,,2026-05-18T08:55:31
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,테스,tes,chair,chair_agent_packet_json,보유,0.0728,c063373cece566e40bb875ca8c5e55abe3594e4e76c78f1db76d022a40cb1b82,,2026-05-18T08:41:16
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,테스,tes,chair,chair_agent_packet_json,보유,0.0728,c063373cece566e40bb875ca8c5e55abe3594e4e76c78f1db76d022a40cb1b82,,2026-05-18T08:56:02
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,테스,tes,chair,chair_json,보유,0.0728,c063373cece566e40bb875ca8c5e55abe3594e4e76c78f1db76d022a40cb1b82,,2026-05-18T08:41:15
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,테스,tes,chair,chair_json,보유,0.0728,c063373cece566e40bb875ca8c5e55abe3594e4e76c78f1db76d022a40cb1b82,,2026-05-18T08:56:02
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,,tes,chair,chair_report_md,,,f114e4905d74558af7c2b5de42264922cf860151a132097a1020765a7866437f,,2026-05-18T08:41:16
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,,tes,chair,chair_report_md,,,f114e4905d74558af7c2b5de42264922cf860151a132097a1020765a7866437f,,2026-05-18T08:56:02
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,월덱스,woldex,chair,chair_agent_packet_json,보유,0.2261,22f7bbbe37f7f8571fb32ace3480fb162a408a870a221cfd81a275210e245dbe,,2026-05-18T08:41:51
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,월덱스,woldex,chair,chair_agent_packet_json,보유,0.2261,22f7bbbe37f7f8571fb32ace3480fb162a408a870a221cfd81a275210e245dbe,,2026-05-18T08:58:03
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,월덱스,woldex,chair,chair_json,보유,0.2261,22f7bbbe37f7f8571fb32ace3480fb162a408a870a221cfd81a275210e245dbe,,2026-05-18T08:41:51
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,월덱스,woldex,chair,chair_json,보유,0.2261,22f7bbbe37f7f8571fb32ace3480fb162a408a870a221cfd81a275210e245dbe,,2026-05-18T08:58:03
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,,woldex,chair,chair_report_md,,,3c5a17c865f7f48c9f68ef1e1fc059ecba7514ccd03a80aefbfcda97df11c168,,2026-05-18T08:41:52
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,,woldex,chair,chair_report_md,,,3c5a17c865f7f48c9f68ef1e1fc059ecba7514ccd03a80aefbfcda97df11c168,,2026-05-18T08:58:03
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,원익IPS,wonik_ips,chair,chair_agent_packet_json,보유,0.0167,5345e1bbe0627cfff278e1bf3fdb0a020906692e1a098f68d127a0a11658d928,,2026-05-18T08:41:03
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,원익IPS,wonik_ips,chair,chair_agent_packet_json,보유,0.0167,5345e1bbe0627cfff278e1bf3fdb0a020906692e1a098f68d127a0a11658d928,,2026-05-18T08:55:46
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,원익IPS,wonik_ips,chair,chair_json,보유,0.0167,5345e1bbe0627cfff278e1bf3fdb0a020906692e1a098f68d127a0a11658d928,,2026-05-18T08:41:03
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,원익IPS,wonik_ips,chair,chair_json,보유,0.0167,5345e1bbe0627cfff278e1bf3fdb0a020906692e1a098f68d127a0a11658d928,,2026-05-18T08:55:46
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,,wonik_ips,chair,chair_report_md,,,8bdd287f2c20bda74ac1ebdd5934263a22145cdc983985d3a6dbacfea3852224,,2026-05-18T08:41:03
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,,wonik_ips,chair,chair_report_md,,,8bdd287f2c20bda74ac1ebdd5934263a22145cdc983985d3a6dbacfea3852224,,2026-05-18T08:55:46
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,원익머트리얼즈,wonik_materials,chair,chair_agent_packet_json,보유,-0.0071,a93280bcf8c794fef8d8f9d37fba30e45038a002f8fb7e32af2927b824836dec,,2026-05-18T08:41:39
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,원익머트리얼즈,wonik_materials,chair,chair_agent_packet_json,보유,-0.0071,a93280bcf8c794fef8d8f9d37fba30e45038a002f8fb7e32af2927b824836dec,,2026-05-18T08:57:18
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,원익머트리얼즈,wonik_materials,chair,chair_json,보유,-0.0071,a93280bcf8c794fef8d8f9d37fba30e45038a002f8fb7e32af2927b824836dec,,2026-05-18T08:41:39
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,원익머트리얼즈,wonik_materials,chair,chair_json,보유,-0.0071,a93280bcf8c794fef8d8f9d37fba30e45038a002f8fb7e32af2927b824836dec,,2026-05-18T08:57:17
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,,wonik_materials,chair,chair_report_md,,,44b7837aeeabcb5228745407cc725031ec3d6de1e1bdcb78c741e666d93c5dd8,,2026-05-18T08:41:39
chair_db_only_2025-05-01_20260518_085442,2025-05-01,반도체,,wonik_materials,chair,chair_report_md,,,44b7837aeeabcb5228745407cc725031ec3d6de1e1bdcb78c741e666d93c5dd8,,2026-05-18T08:57:21
